timestamp,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
1.024206,-0.010770,-0.986681,-0.003076,-0.006423,0.007385,0.009448
1.052546,-0.002299,-1.013895,-0.005952,-0.001279,0.003672,-0.005758
1.073358,-0.010860,-1.006101,0.026042,0.012700,-0.003965,0.005071
1.101703,-0.012590,-1.002403,-0.010643,0.003739,-0.009333,-0.018182
1.120306,0.016789,-1.010934,-0.010354,-0.007620,-0.010574,-0.006523
1.144962,0.005528,-0.979522,0.002767,-0.000868,-0.000904,-0.005495
1.172134,-0.005679,-1.029920,-0.043347,0.017365,-0.012333,0.009480
1.203365,0.000127,-0.999094,0.014058,0.007367,-0.008318,0.020074
1.227785,0.006663,-1.002543,0.015240,0.013259,0.003333,0.004792
1.247147,0.021728,-1.007262,0.011007,0.000748,0.006381,-0.004973
1.275724,0.015338,-1.008593,0.006654,0.011711,0.010253,-0.003666
1.297410,0.000650,-0.985394,0.013139,-0.014856,0.011607,0.002023
1.325080,-0.024377,-1.002169,0.016318,-0.008818,0.014737,0.002261
1.345543,0.007132,-1.011773,-0.005884,-0.015169,0.009616,-0.011635
1.374814,-0.011820,-0.995551,-0.015737,-0.019017,-0.007434,-0.002129
1.397057,0.015653,-0.989315,0.020015,-0.018864,0.023671,0.002900
1.424823,0.013936,-0.987216,0.010905,0.002058,-0.002033,0.002993
1.447392,0.007979,-1.022498,0.006668,-0.008330,-0.002839,0.011699
1.471713,-0.008215,-1.027969,0.018950,-0.002863,0.002247,-0.002165
1.500454,0.001127,-1.018745,0.003729,0.019225,0.012322,0.004451
1.523649,0.006417,-0.996944,0.017721,0.007927,0.003779,0.003325
1.550087,-0.012099,-0.988488,-0.011637,0.027969,-0.022408,-0.001459
1.573324,0.006869,-0.991490,-0.005735,0.000640,0.009884,-0.015171
1.602455,0.031456,-1.020969,-0.017745,-0.006423,0.004278,-0.019353
1.621737,-0.004402,-1.010024,0.013668,0.005750,0.022354,-0.009470
1.653075,-0.005822,-0.983305,-0.005279,-0.020656,0.007013,-0.002745
1.680328,0.010855,-0.989712,0.001426,0.021439,-0.003986,-0.006417
1.698924,0.009765,-0.995102,0.025404,0.012213,0.013318,0.011363
1.731981,0.029741,-1.003383,0.005977,0.023493,0.006251,0.000735
1.758119,0.015093,-0.992411,0.023754,-0.005231,-0.001091,-0.004529
1.776772,0.032949,-1.023000,-0.006469,-0.005412,-0.010779,-0.023890
1.794570,0.017279,-0.992831,-0.008398,0.004621,0.004372,-0.017099
1.818537,-0.001580,-0.997599,0.020050,0.009080,-0.028378,-0.005013
1.849297,-0.010132,-0.996614,0.017957,0.001581,-0.003575,0.007664
1.882104,0.013939,-1.000791,-0.003188,0.012539,0.012427,0.001346
1.902298,-0.020180,-1.019748,-0.010483,0.016645,-0.003651,-0.005506
1.928032,0.011320,-0.989423,0.015708,-0.006420,-0.007297,-0.004179
1.948996,0.012214,-0.990098,0.002130,-0.013465,-0.016594,0.015959
1.972023,-0.008349,-0.984608,-0.004460,0.006156,0.010175,0.003709
2.001488,-0.020593,-0.993885,0.001119,-0.010681,0.013425,0.007730
2.020565,0.030414,-1.002519,0.004229,-0.012274,0.007871,-0.021278
2.049212,-0.012725,-0.991146,0.003134,0.010478,-0.008636,0.010577
2.077045,-0.008686,-0.996502,-0.015439,-0.008565,0.011117,0.003822
2.100144,0.007979,-1.005007,0.004162,0.006299,0.003000,0.005551
2.127098,-0.009965,-1.008801,-0.002153,0.007000,0.008189,-0.023078
2.148216,0.010972,-0.997989,-0.028813,-0.003861,-0.005446,-0.003070
2.177393,0.008966,-1.000916,0.007396,-0.001408,0.020683,0.005758
2.201619,0.014744,-0.989644,-0.009044,-0.014436,-0.004587,0.010014
2.218401,-0.003479,-0.993580,0.011896,-0.011171,0.002389,-0.005986
2.245831,-0.008410,-1.007256,-0.012189,0.003703,-0.002083,-0.000345
2.272106,0.005750,-1.008297,0.027682,-0.002704,-0.008502,0.012764
2.302622,0.010924,-0.985329,0.007060,0.003909,0.001271,0.015881
2.326208,-0.006279,-1.030301,0.017316,0.002879,-0.000304,0.002230
2.351132,0.004616,-1.022383,0.033956,-0.003986,-0.008161,0.018946
2.375692,0.009929,-0.980301,-0.003209,-0.008176,0.012785,0.004842
2.402546,-0.020469,-1.008997,0.009330,-0.011740,-0.002430,-0.007764
2.428781,-0.024561,-1.005996,0.013628,-0.000666,0.008570,-0.009269
2.447781,0.013860,-0.998618,-0.031171,-0.009075,-0.012219,0.014983
2.468636,-0.002246,-0.984028,0.010292,0.001295,0.003481,0.001667
2.502669,-0.003845,-0.994983,0.006728,-0.011691,0.016975,-0.011420
2.524162,-0.003823,-1.008445,-0.008669,-0.022389,0.007432,-0.009293
2.550195,-0.009217,-1.000476,-0.000703,0.010218,0.007144,0.001189
2.574305,0.007973,-0.992461,-0.001851,0.006983,0.007700,-0.005232
2.595550,-0.024829,-0.992805,-0.010981,-0.007881,-0.013293,-0.004319
2.618957,0.021905,-1.003149,0.026847,-0.007719,-0.011236,-0.007599
2.653857,0.008688,-0.979306,0.002245,0.025894,0.006512,-0.014157
2.679372,0.007204,-1.004562,-0.005803,0.016827,-0.018602,-0.001363
2.703725,-0.004649,-0.990459,-0.013669,-0.011218,-0.011081,-0.005310
2.725833,0.013314,-1.002603,0.007431,0.004734,0.011486,-0.018978
2.751074,-0.010804,-0.998744,-0.020666,-0.004747,-0.008954,0.005254
2.773324,-0.006763,-1.001908,-0.012405,0.008142,-0.013238,-0.008702
2.800272,-0.001865,-0.998200,0.001348,-0.008325,0.007286,-0.004956
2.823389,-0.023684,-1.003283,-0.002877,-0.008622,-0.007319,-0.007962
2.847825,-0.009385,-1.011206,0.022755,0.000717,0.017861,-0.018168
2.875821,0.010886,-0.987735,0.014010,-0.007734,0.003606,-0.023215
2.906792,-0.010427,-1.002746,-0.021570,0.003698,0.003699,-0.000044
2.917466,0.003078,-1.022649,-0.009010,-0.014199,0.017974,0.001692
2.952406,0.009750,-0.993192,-0.012110,-0.002941,0.011455,-0.016133
2.977703,-0.009970,-0.984035,0.005018,-0.008350,-0.019741,-0.002380
2.995142,-0.005237,-0.997941,0.001153,0.000728,-0.003709,-0.002900
3.026254,-0.012104,-1.006323,-0.025596,0.006528,-0.007322,-0.003508
3.050406,0.003671,-0.998680,0.012115,-0.013670,0.005532,-0.003558
3.073144,0.013169,-1.005123,0.018878,0.016331,-0.006341,0.005071
3.098015,-0.007965,-0.988396,-0.006565,0.003409,-0.013322,0.007330
3.119375,-0.006637,-1.014593,-0.001081,0.004675,0.009786,0.008972
3.156829,0.027892,-0.997802,0.005344,-0.003160,0.015840,0.004033
3.184390,-0.003260,-0.993614,0.007168,0.007882,-0.020839,-0.020059
3.206346,0.006555,-0.983152,-0.000603,-0.018160,-0.001115,-0.000210
3.223849,0.005867,-0.981051,0.007221,0.005927,0.000687,-0.017126
3.251143,-0.008125,-0.984298,0.007425,-0.004835,0.014651,0.010945
3.276509,-0.008785,-1.008946,-0.004963,-0.016030,-0.003279,-0.014846
3.296748,0.010829,-0.995545,0.011617,0.003902,0.010284,0.008198
3.323966,0.030567,-0.978699,0.001160,-0.011035,-0.005302,-0.001619
3.352133,-0.006988,-0.982786,-0.008661,0.017559,0.003010,0.001119
3.373314,-0.008372,-1.000885,0.003230,0.001303,0.002153,-0.008566
3.392961,-0.002087,-0.996320,-0.032429,-0.011432,-0.005524,-0.003064
3.419928,-0.003437,-0.999082,0.008358,-0.006523,0.007025,0.000172
3.451020,0.005183,-1.002207,0.029792,0.007682,-0.007387,-0.025024
3.473652,0.012813,-0.992022,0.003644,-0.005335,0.008857,0.001813
3.498807,0.006566,-1.009275,-0.012396,-0.025932,-0.005830,-0.007456
3.530424,0.003813,-1.018559,0.007028,-0.003104,-0.007238,-0.000998
3.550339,-0.003630,-0.990957,0.001312,-0.006370,-0.005176,0.009212
3.572130,-0.008900,-1.007917,-0.005069,0.002380,-0.001975,-0.014350
3.599740,0.016667,-0.982928,-0.002384,-0.008966,-0.006370,0.004018
3.633632,0.002628,-1.009030,0.016823,-0.016777,0.002232,0.013716
3.645494,0.003936,-1.007209,-0.015838,0.002082,-0.014136,0.009914
3.682148,0.007235,-0.976996,0.000957,0.000173,0.006400,0.009503
3.705766,-0.009732,-1.009916,-0.007001,0.006628,-0.001419,-0.008932
3.724360,-0.026308,-0.988754,-0.007062,0.022415,-0.008269,0.009046
3.748656,-0.021042,-1.034795,0.003807,-0.009062,0.013089,0.019592
3.780675,0.003389,-0.982569,0.011648,0.009125,-0.007150,-0.003153
3.800976,-0.004090,-1.020298,0.002162,0.015243,0.015398,0.006838
3.822877,-0.006091,-0.998658,-0.019400,0.002748,0.016310,0.005904
3.857291,-0.002785,-1.002403,-0.015732,0.003886,0.009356,0.004269
3.875698,-0.020218,-1.026310,0.000537,0.012410,0.015598,0.005543
3.901329,0.015224,-1.000156,-0.031296,-0.023183,0.000613,-0.004237
3.925154,0.000196,-1.019833,0.002501,-0.011071,-0.004454,0.013660
3.948795,0.021534,-0.995527,-0.031436,-0.013975,-0.003309,-0.006957
3.975497,0.013335,-0.995736,0.022225,-0.014850,-0.014814,0.005644
3.998520,0.006811,-0.991389,-0.021921,-0.013105,0.018738,-0.001764
4.027030,0.017898,-1.014585,-0.024551,0.003697,0.005792,-0.015607
4.054222,0.006854,-0.990954,0.016993,0.010852,0.001835,-0.000557
4.079341,0.014623,-0.995268,0.003616,0.005815,0.001904,0.000630
4.104766,0.011138,-0.995361,0.005156,-0.012268,-0.000968,0.006514
4.130982,-0.023591,-1.000996,-0.004754,-0.007976,0.008179,-0.003298
4.153044,0.006915,-1.009220,0.010898,0.005655,0.000630,-0.010139
4.172582,0.009750,-1.013191,-0.000027,-0.001982,-0.005547,-0.008011
4.203849,0.007337,-1.012691,-0.029320,-0.008307,-0.021376,-0.003162
4.218403,-0.002187,-0.996740,-0.000127,-0.001585,-0.010643,-0.016114
4.247147,0.013823,-0.996096,0.019005,0.006388,0.003450,0.011054
4.276160,-0.006031,-0.979830,-0.003826,0.010607,-0.009872,0.000060
4.293270,0.006825,-1.022237,-0.009649,-0.001434,0.008788,-0.009639
4.330888,0.015097,-0.998871,-0.000209,-0.009213,0.012515,-0.010985
4.345931,-0.013685,-0.990129,-0.012322,0.001045,0.001737,-0.014838
4.369009,0.018391,-0.992288,-0.007080,-0.007096,-0.008623,-0.005377
4.396954,-0.009018,-1.005988,0.004205,-0.010777,0.009172,-0.003221
4.421944,0.003819,-1.019108,0.003841,0.009327,0.008435,-0.017412
4.449895,-0.012083,-0.977585,-0.023030,0.008418,-0.005436,0.007108
4.474368,0.012085,-1.014039,0.004262,0.009811,0.013000,0.009913
4.504124,0.015034,-0.994004,-0.014470,-0.001224,-0.005905,0.001154
4.524334,-0.017723,-0.981895,-0.010060,0.002489,0.000577,-0.002071
4.550702,0.010228,-0.985265,-0.020265,0.005896,-0.003874,0.002795
4.571040,0.024582,-1.001201,-0.002718,0.001662,0.011290,-0.005807
4.601989,-0.011045,-0.996875,0.005473,-0.005903,-0.008523,0.007906
4.621900,0.013497,-0.987153,0.012057,0.003994,-0.002521,0.017319
4.642207,-0.000511,-1.000776,0.001221,-0.008925,0.008431,0.004081
4.680215,0.003113,-0.984380,0.010780,-0.003832,-0.010461,-0.007481
4.695774,-0.001133,-1.010742,-0.023326,0.008561,-0.014332,-0.002739
4.720641,-0.001802,-0.999439,-0.022870,-0.008373,0.000211,-0.007580
4.746493,-0.003515,-0.996617,0.002276,-0.004881,-0.013632,0.001505
4.777604,-0.016189,-1.007727,-0.017878,-0.008639,0.000136,-0.017913
4.793906,0.011055,-0.996339,0.030968,-0.012790,-0.004130,-0.007945
4.823407,-0.006418,-0.981380,0.000059,-0.002539,-0.006629,0.006743
4.852308,0.001841,-0.986984,-0.023581,0.004666,0.010440,0.006179
4.882588,-0.013558,-0.981359,0.011750,0.011284,0.011188,0.003138
4.898841,0.023322,-0.992883,-0.006063,-0.004609,-0.000742,0.001350
4.925223,0.011129,-1.004911,-0.001143,-0.007611,-0.004214,0.010141
4.946531,-0.000640,-1.010077,0.025166,0.007175,-0.007677,-0.009819
4.982925,0.009517,-0.998040,0.004419,-0.005521,-0.016506,0.009940
4.999438,-0.006025,-1.004133,0.001143,0.004067,-0.011827,-0.002835
5.024750,0.004734,-1.025736,0.015510,-0.007048,0.012589,-0.012719
5.050587,-0.023862,-1.011289,-0.017105,-0.007016,0.015937,0.016517
5.071335,0.002090,-1.020936,0.011539,0.015820,0.003399,-0.004551
5.099959,0.009107,-0.988521,0.009243,-0.008418,0.007699,-0.007895
5.119955,-0.003183,-0.996772,-0.011962,-0.001177,-0.001594,0.009995
5.155955,-0.004468,-0.994494,-0.015615,-0.006868,0.009863,-0.005719
5.174402,-0.002839,-1.005760,0.010324,-0.004978,-0.011066,0.002402
5.199341,0.007160,-1.004984,0.009225,-0.001640,0.000960,-0.003228
5.229673,0.024080,-0.986518,0.000787,0.000982,0.016491,0.004677
5.245137,0.002341,-1.011351,-0.006855,0.010111,-0.000391,-0.000198
5.280605,0.004162,-0.995147,-0.017512,0.011805,0.027070,-0.005615
5.306089,-0.014213,-1.014472,-0.014256,0.004951,-0.004581,0.005398
5.321923,-0.006917,-1.001694,-0.014658,0.002150,-0.005360,-0.015147
5.352763,-0.007736,-1.023611,-0.003380,-0.015948,0.013329,0.000803
5.374610,0.003398,-1.006571,-0.019515,0.000345,0.006044,-0.000438
5.403531,0.029205,-1.010021,0.004311,0.021327,0.001625,0.010406
5.425168,-0.025876,-1.009182,0.000795,0.002249,-0.014270,0.005814
5.446399,-0.000698,-0.998419,-0.000259,0.003072,-0.004290,0.014004
5.477512,-0.008768,-1.011129,-0.003242,0.006868,0.008430,-0.011856
5.499126,-0.007720,-1.007574,0.003851,-0.004368,-0.016480,0.006264
5.525717,0.002806,-1.005919,0.011862,0.010962,-0.005624,0.023476
5.553906,-0.000770,-1.003385,0.008798,-0.010561,0.002756,-0.020888
5.579861,0.002992,-1.019460,0.004446,-0.019814,0.003847,0.001499
5.602517,-0.019231,-1.004258,0.002357,0.020490,0.002684,0.013576
5.619316,0.007853,-1.011312,-0.005504,-0.007339,0.006531,0.014412
5.652778,0.009327,-0.976307,0.022501,0.001219,0.014400,0.011341
5.673798,0.010214,-0.980395,-0.007472,0.003172,-0.009943,-0.005716
5.704289,-0.002541,-0.990612,0.008724,-0.016239,0.010230,0.015598
5.724217,-0.018097,-0.986175,-0.011157,0.003451,0.004607,-0.019386
5.755704,-0.001086,-1.014042,-0.005125,0.011481,-0.013254,-0.005226
5.777056,0.013006,-1.015735,-0.008482,0.020384,0.005231,-0.007101
5.800000,0.000351,-0.993105,0.019681,-0.008090,0.003189,0.011807
5.826173,0.001866,-0.987508,-0.019421,0.002648,0.001574,0.005361
5.842944,-0.005977,-1.028736,0.013060,0.007515,-0.015020,-0.017881
5.877295,-0.006561,-0.992818,-0.013451,0.013369,-0.006990,-0.021166
5.900460,-0.012829,-1.012256,-0.009331,-0.004764,-0.001592,-0.003216
5.920613,-0.003321,-1.020764,0.000164,0.012123,-0.010972,-0.000426
5.951628,0.007053,-1.022015,-0.019482,-0.014319,0.020878,-0.011724
5.976277,-0.013559,-1.011279,0.019825,-0.016460,0.007118,0.002203
6.001430,0.009097,-1.015509,0.031623,-0.012629,0.005768,0.007711
6.024538,0.009784,-1.015570,-0.021253,-0.004353,0.005532,0.009343
6.053154,0.004804,-1.020353,0.000901,0.006839,-0.004757,-0.000646
6.078206,0.010621,-1.010540,-0.009945,-0.004593,-0.004173,-0.000647
6.100374,-0.009959,-0.984685,0.006814,-0.004639,-0.001707,-0.001456
6.124756,0.006071,-0.990168,-0.001266,-0.002298,0.005317,-0.011806
6.148185,-0.007567,-0.996505,0.010051,-0.008719,-0.006028,-0.008559
6.172620,-0.001602,-1.002898,-0.012249,0.004781,0.002317,-0.000663
6.202447,0.017048,-0.990906,0.001774,-0.002758,0.005284,0.008277
6.222816,0.002800,-0.995441,0.000413,0.008860,-0.002270,0.000584
6.244351,0.012415,-0.997527,0.008702,-0.016823,-0.002415,0.021278
6.275984,0.001516,-1.006636,0.013334,-0.007220,0.009315,0.006167
6.304430,0.014815,-0.981206,-0.005467,-0.009663,-0.018167,-0.008083
6.323906,-0.006782,-1.022010,0.000345,0.012729,0.010336,0.006294
6.353473,-0.009109,-0.985263,-0.014292,-0.004165,0.006719,-0.011388
6.376926,0.012296,-1.014510,-0.001746,0.008663,0.004254,0.007014
6.395967,0.016065,-1.005331,0.004348,0.030418,0.027965,-0.008406
6.426290,0.009239,-1.015870,0.026787,0.002416,-0.000145,0.003368
6.449564,-0.015412,-1.003254,0.002057,0.023724,-0.011176,-0.000731
6.477729,0.005746,-0.987604,0.013992,0.013581,-0.005669,0.016470
6.488858,-0.015277,-1.001694,-0.025283,0.001254,-0.000637,0.006444
6.528325,0.004123,-1.007732,0.003853,-0.002128,0.010231,0.017723
6.552966,-0.019740,-1.013220,0.005618,-0.024254,0.010738,-0.019154
6.571301,0.009465,-1.003582,-0.005827,-0.018194,0.008421,0.003925
6.604279,-0.005936,-1.006748,-0.007630,0.003997,-0.008667,-0.005541
6.624395,0.031603,-0.991116,-0.019562,-0.002867,-0.016318,0.005048
6.650738,-0.004389,-1.011967,0.001566,-0.002420,0.005690,-0.024422
6.678465,0.026450,-0.984763,0.001399,-0.025752,-0.006027,-0.002454
6.705386,0.005620,-1.001177,-0.012464,0.005069,-0.005249,-0.008221
6.725694,-0.006357,-0.986336,-0.019283,-0.009800,0.009105,0.001077
6.752753,0.016126,-0.971582,0.000524,0.017145,-0.000882,0.003883
6.776785,0.014468,-0.997353,-0.003641,-0.001142,-0.003136,0.003382
6.797101,-0.023633,-1.008414,0.018377,-0.011930,-0.005050,0.003881
6.831580,0.001881,-1.003395,0.018666,-0.007648,-0.021576,-0.005743
6.853125,0.000058,-1.023200,-0.006683,-0.011642,0.003925,-0.012927
6.875627,0.019090,-0.985740,-0.004126,-0.009422,0.000511,-0.004724
6.904336,0.010898,-1.000852,0.029477,0.005313,0.001016,-0.002388
6.927216,0.010064,-0.984863,0.005998,0.005899,0.002766,-0.005996
6.947831,0.014538,-0.990754,0.001706,0.009347,-0.000575,0.004168
6.979067,-0.003684,-1.002877,-0.000866,-0.000920,0.003761,-0.006219
7.000000,-0.023186,-0.891696,0.082503,0.177647,-0.013341,0.112672
7.027087,0.091053,-0.939948,0.104526,0.171236,-0.000304,0.092399
7.056161,-0.053632,-0.862984,0.075726,0.036524,0.061510,0.108668
7.071839,-0.064645,-0.960948,-0.083811,-0.012470,-0.023804,0.119535
7.099065,-0.096023,-1.174427,-0.027406,-0.196971,0.037945,-0.150781
7.119183,-0.042086,-1.225592,0.005259,-0.197650,-0.038705,-0.130669
7.148677,0.033651,-1.238184,0.049401,-0.252084,0.015484,-0.126649
7.174924,-0.099484,-1.303962,-0.153903,-0.294009,0.014589,-0.174116
7.201533,-0.025477,-1.311562,-0.060197,-0.402091,0.048824,-0.122507
7.219968,-0.034809,-1.307777,-0.137284,-0.389066,0.012799,-0.188758
7.247153,0.104498,-1.420470,-0.130899,-0.445747,-0.114882,-0.185830
7.275039,0.037345,-1.224849,-0.069713,-0.251403,0.052379,-0.085421
7.311578,0.017854,-1.039094,-0.044689,-0.161611,-0.008992,-0.271827
7.325591,0.009819,-1.071166,0.051622,-0.092713,0.073574,-0.074105
7.350464,0.005303,-0.908261,-0.034570,0.239413,-0.038963,0.024693
7.372120,-0.138400,-0.711667,0.109040,0.332614,-0.071789,0.143402
7.398433,0.068943,-0.711336,-0.051977,0.469711,0.036755,0.163237
7.415249,0.009546,-0.676438,0.090223,0.515145,0.111586,-0.033480
7.447096,0.032739,-0.759977,0.097152,0.312886,-0.005132,0.308299
7.471833,-0.014839,-0.705440,0.179998,0.359388,0.050493,0.180745
7.498480,-0.068497,-0.759111,0.074830,0.157887,0.082491,0.193986
7.523170,0.009713,-0.739173,0.151241,0.195936,0.057291,0.149371
7.558231,-0.037771,-0.844276,0.039468,0.040854,0.005006,0.109255
7.578793,-0.052156,-0.873570,0.050465,0.030280,-0.029692,0.046668
7.599493,0.066869,-1.068200,-0.051854,-0.086176,0.000902,0.055223
7.617299,-0.024572,-1.122101,0.007695,-0.143445,-0.022327,-0.136442
7.656856,-0.023534,-1.162738,-0.022852,-0.145047,-0.070020,-0.022279
7.672628,0.135199,-1.176188,-0.002603,-0.218290,-0.173143,-0.090174
7.696413,-0.008628,-1.277912,-0.030166,-0.289877,0.046857,-0.156285
7.724339,-0.048217,-1.349841,-0.038512,-0.343267,-0.013853,-0.094462
7.749289,-0.015196,-1.323021,-0.170523,-0.310156,0.058732,-0.152915
7.780512,-0.018141,-1.363782,-0.153621,-0.365948,-0.051237,-0.127938
7.800261,0.032463,-1.325161,-0.148005,-0.304886,0.006520,-0.145981
7.826780,-0.034766,-1.219581,0.028298,-0.268395,0.092918,-0.111400
7.852347,-0.049458,-1.024652,0.042727,0.073426,-0.093952,-0.120489
7.880952,-0.089460,-0.795167,0.084283,0.224872,0.062602,0.032466
7.902646,0.039680,-0.717892,0.080174,0.374629,0.111544,0.078786
7.924369,0.001111,-0.716517,0.051559,0.392875,0.133804,0.154761
7.948312,0.082796,-0.679219,0.045428,0.406254,-0.059752,0.147316
7.969343,0.046025,-0.752780,0.042762,0.504929,0.046187,0.147264
7.995996,-0.045547,-0.634813,0.098091,0.300225,-0.040069,0.156038
8.012819,0.076236,-0.751131,0.078021,0.202341,-0.073684,0.218563
8.054132,-0.036585,-0.832242,0.110844,0.258527,-0.067572,0.208368
8.071906,0.037906,-0.890698,0.020191,0.243598,-0.010943,0.112139
8.097668,0.039625,-0.923101,0.019954,0.061076,0.024803,0.079850
8.127797,-0.085774,-1.135176,0.007425,-0.100138,0.087524,0.122003
8.148524,0.035858,-1.111436,0.008571,-0.172491,0.004217,0.146951
8.175954,-0.076666,-1.176588,-0.087982,-0.268507,-0.022364,-0.006280
8.197300,-0.005099,-1.062518,-0.027425,-0.215803,0.088796,-0.039555
8.223702,-0.100926,-1.248787,-0.009021,-0.289558,0.009037,-0.015746
8.250017,0.118036,-1.259141,-0.063431,-0.346075,-0.008563,-0.108333
8.281360,-0.040430,-1.395755,-0.111958,-0.462242,0.083942,-0.147244
8.293474,0.012550,-1.241040,0.002380,-0.414472,0.037633,-0.105240
8.321446,0.065071,-1.336530,-0.128779,-0.320382,0.021920,-0.215001
8.351327,-0.038562,-1.189306,-0.110283,-0.146719,0.021907,-0.206060
8.377312,-0.089965,-1.100513,-0.034876,-0.037349,0.025489,-0.109261
8.398594,0.056578,-0.774864,0.045229,0.300740,-0.018806,-0.312346
8.424785,-0.075389,-0.810157,0.166870,0.323793,-0.064209,-0.088404
8.449530,-0.006574,-0.638500,0.101822,0.470880,0.058373,-0.120026
8.477720,-0.019435,-0.621299,0.101633,0.323206,-0.024583,0.064047
8.494045,0.032862,-0.791782,0.130938,0.321540,-0.055290,0.032444
8.524387,0.169855,-0.728923,0.083544,0.422515,-0.031996,0.193846
8.555302,-0.067465,-0.764677,0.002848,0.228371,0.071694,0.321717
8.578996,-0.045677,-0.868767,-0.033198,0.213031,-0.001199,0.199254
8.597388,0.022081,-0.971649,0.089135,0.023806,-0.088603,0.051902
8.626659,-0.089526,-0.953372,0.039507,0.231794,0.041120,0.206518
8.645625,-0.051694,-0.942610,-0.014028,-0.000026,0.057525,0.004145
8.676951,0.042976,-1.115361,0.017301,-0.134054,0.035166,0.075493
8.701577,-0.029723,-1.137628,-0.020992,-0.129157,0.089618,0.052016
8.725020,0.092050,-1.154021,-0.148452,-0.272890,0.070518,-0.104319
8.751349,-0.064532,-1.182833,0.007090,-0.343346,0.069496,-0.078813
8.774068,0.078425,-1.193196,-0.036071,-0.353836,0.041297,-0.065392
8.804390,0.077195,-1.279889,-0.122346,-0.162926,-0.000543,-0.072118
8.828517,-0.068499,-1.314816,-0.115050,-0.506708,0.019966,-0.161479
8.852657,-0.039246,-1.323192,-0.115603,-0.267462,-0.112722,-0.044654
8.879477,0.004477,-1.202209,-0.029649,-0.308452,0.079745,-0.228102
8.904631,-0.019765,-0.888726,0.073961,-0.051837,0.048282,-0.259440
8.925555,-0.011616,-0.798780,0.028937,0.190853,-0.074657,-0.247244
8.952515,0.031028,-0.545330,0.095014,0.336088,0.061656,-0.157926
8.974808,-0.032475,-0.655338,0.150015,0.331181,-0.006815,-0.159743
8.993213,0.083269,-0.705471,0.072684,0.348174,0.082737,0.136621
9.029793,0.025952,-0.727628,0.307298,0.296076,0.037973,0.225190
